sales_price,rating,delivery_type,amazon_prime__y_or_n,best_seller_tag__y_or_n,product_details__k_v_pairs/Customer_Reviews,discount_percentage
283,3.4,fulfilled_by_merchant,N,N,,
399,4.7,fulfilled_by_merchant,N,N,4.6 out of 5 stars 7 customer reviews,
719,5,fulfilled_by_merchant,Y,N,Be the first to review this item,40%
3160,2,fulfilled_by_amazon,Y,N,Be the first to review this item,21%
2024,4.4,fulfilled_by_merchant,Y,N,4.6 out of 5 stars 2 customer reviews,55%
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
730,4.5,fulfilled_by_merchant,Y,N,4.4 out of 5 stars 13 customer reviews,51%
3069,4.6,fulfilled_by_merchant,N,N,Be the first to review this item,
987,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,55%
240,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,68%
589,3,fulfilled_by_merchant,N,N,Be the first to review this item,15%
1960,4.5,fulfilled_by_merchant,N,N,Be the first to review this item,50%
223,4.1,fulfilled_by_merchant,N,N,3.9 out of 5 stars 3 customer reviews,
849,4.8,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,50%
468,5,fulfilled_by_amazon,Y,N,,15%
865,3.8,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 4 customer reviews,
369,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,63%
958,3.9,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 2 customer reviews,60%
,4.4,fulfilled_by_merchant,N,N,Be the first to review this item,
599,3.8,fulfilled_by_merchant,Y,N,3.9 out of 5 stars 12 customer reviews,
944,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,29%
649,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 1 customer review,43%
,3.5,fulfilled_by_merchant,N,N,,
327,3.9,fulfilled_by_merchant,N,N,3.6 out of 5 stars 18 customer reviews,
141,3.6,fulfilled_by_merchant,N,N,3.4 out of 5 stars 4 customer reviews,
279,2.5,fulfilled_by_merchant,N,N,3.0 out of 5 stars 3 customer reviews,
314,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 3 customer reviews,
377,4.1,fulfilled_by_merchant,N,N,4.5 out of 5 stars 11 customer reviews,
923,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 3 customer reviews,
395,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,70%
634,4.1,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 5 customer reviews,54%
299,3.8,fulfilled_by_merchant,N,N,3.6 out of 5 stars 5 customer reviews,67%
719,3.8,fulfilled_by_merchant,N,N,4.6 out of 5 stars 4 customer reviews,
5812,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,11%
,1,fulfilled_by_merchant,N,N,,
269,3.3,fulfilled_by_amazon,N,N,3.3 out of 5 stars 4 customer reviews,79%
610,4.2,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
379,2.7,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 2 customer reviews,57%
799,4.2,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 2 customer reviews,60%
1049,3.7,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 26 customer reviews,50%
299,3,fulfilled_by_merchant,N,N,2.8 out of 5 stars 16 customer reviews,57%
399,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,20%
599,4,fulfilled_by_merchant,N,N,3.8 out of 5 stars 6 customer reviews,33%
1199,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
399,5,fulfilled_by_amazon,N,N,5.0 out of 5 stars 1 customer review,85%
899,3.5,fulfilled_by_merchant,N,N,3.2 out of 5 stars 6 customer reviews,
199,4.1,fulfilled_by_merchant,N,N,3.8 out of 5 stars 8 customer reviews,
377,4,fulfilled_by_amazon,N,N,4.0 out of 5 stars 1 customer review,62%
1999,3.5,fulfilled_by_amazon,Y,N,,20%
442,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
566,4.5,fulfilled_by_merchant,N,N,4.5 out of 5 stars 3 customer reviews,
322,3.4,fulfilled_by_merchant,N,N,3.4 out of 5 stars 2 customer reviews,
799,3.4,fulfilled_by_merchant,N,N,3.5 out of 5 stars 6 customer reviews,
499,5,fulfilled_by_amazon,Y,N,5.0 out of 5 stars 2 customer reviews,70%
1860,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
199,2.5,fulfilled_by_merchant,Y,N,Be the first to review this item,67%
999,2,fulfilled_by_merchant,Y,N,2.0 out of 5 stars 1 customer review,50%
349,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 2 customer reviews,65%
644,3.7,fulfilled_by_amazon,Y,N,4.4 out of 5 stars 3 customer reviews,36%
369,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
299,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,25%
599,4,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 7 customer reviews,33%
299,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 2 customer reviews,63%
990,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
699,4,fulfilled_by_merchant,N,N,Be the first to review this item,
649,2.5,fulfilled_by_merchant,N,N,Be the first to review this item,50%
375,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,70%
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
299,5,fulfilled_by_merchant,N,N,Be the first to review this item,66%
671,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
999,2.9,fulfilled_by_merchant,Y,N,2.9 out of 5 stars 2 customer reviews,71%
290,3,fulfilled_by_merchant,N,N,3.3 out of 5 stars 3 customer reviews,
2186,2.8,fulfilled_by_merchant,N,N,3.0 out of 5 stars 4 customer reviews,
585,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
329,4.3,fulfilled_by_merchant,N,N,4.0 out of 5 stars 12 customer reviews,
299,3.6,fulfilled_by_amazon,N,N,4.5 out of 5 stars 2 customer reviews,40%
420,4.6,fulfilled_by_merchant,N,N,4.5 out of 5 stars 3 customer reviews,
379,3.2,fulfilled_by_merchant,N,N,3.2 out of 5 stars 42 customer reviews,36%
620,5,fulfilled_by_merchant,N,N,Be the first to review this item,
519,4,fulfilled_by_merchant,Y,N,Be the first to review this item,60%
3147,4.1,fulfilled_by_merchant,N,N,,
3199,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,9%
219,3.8,fulfilled_by_amazon,N,N,3.6 out of 5 stars 62 customer reviews,73%
,3.8,fulfilled_by_merchant,N,N,Be the first to review this item,
,1,fulfilled_by_merchant,N,N,Be the first to review this item,
439,4,fulfilled_by_amazon,N,N,Be the first to review this item,20%
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
575,3.8,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 90 customer reviews,42%
2299,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,54%
679,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,
269,3.4,fulfilled_by_merchant,N,N,3.0 out of 5 stars 82 customer reviews,
769,3.5,fulfilled_by_merchant,N,N,3.0 out of 5 stars 2 customer reviews,
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
539,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
2965,3.8,fulfilled_by_merchant,N,N,Be the first to review this item,20%
1124,2.5,fulfilled_by_amazon,Y,N,Be the first to review this item,55%
,4.5,fulfilled_by_merchant,N,N,Be the first to review this item,
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
699,4,fulfilled_by_amazon,Y,N,4.0 out of 5 stars 3 customer reviews,61%
864,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 9 customer reviews,
440,3.9,fulfilled_by_merchant,N,N,3.7 out of 5 stars 82 customer reviews,78%
,4.7,fulfilled_by_merchant,N,N,Be the first to review this item,
399,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,50%
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
5067,3.8,fulfilled_by_merchant,N,N,Be the first to review this item,20%
193,3.9,fulfilled_by_merchant,Y,N,3.6 out of 5 stars 4 customer reviews,72%
449,3.7,fulfilled_by_amazon,N,N,3.5 out of 5 stars 38 customer reviews,85%
99,3.9,fulfilled_by_merchant,N,N,4.7 out of 5 stars 6 customer reviews,
279,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
989,2.4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
549,3.5,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 8 customer reviews,
,4.4,fulfilled_by_merchant,N,N,Be the first to review this item,
372,3.1,fulfilled_by_merchant,Y,N,3.9 out of 5 stars 3 customer reviews,
197,3.4,fulfilled_by_merchant,N,N,3.1 out of 5 stars 5 customer reviews,
305,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 3 customer reviews,
599,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,60%
349,3.1,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 4 customer reviews,
1001.6,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,59%
459,4.6,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,77%
7554,3.8,fulfilled_by_merchant,N,N,,
,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
910,5,fulfilled_by_amazon,Y,N,Be the first to review this item,
875,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,55%
549,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,21%
659,2,fulfilled_by_amazon,Y,N,Be the first to review this item,56%
2979,3,fulfilled_by_merchant,N,N,,20%
569,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,56%
794,4.3,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 5 customer reviews,
919,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 10 customer reviews,
390,3.2,fulfilled_by_merchant,N,N,3.0 out of 5 stars 53 customer reviews,
2798,3.8,fulfilled_by_merchant,N,N,,
550,3.3,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 159 customer reviews,
299,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 2 customer reviews,62%
322,5,fulfilled_by_amazon,N,N,5.0 out of 5 stars 1 customer review,50%
198,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
399,2.9,fulfilled_by_amazon,N,N,4.6 out of 5 stars 2 customer reviews,20%
429,2.9,fulfilled_by_amazon,N,N,4.0 out of 5 stars 1 customer review,46%
599,4,fulfilled_by_amazon,Y,N,3.9 out of 5 stars 4 customer reviews,83%
269,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,46%
281,3.6,fulfilled_by_merchant,N,N,4.1 out of 5 stars 6 customer reviews,
449,4,fulfilled_by_merchant,N,N,Be the first to review this item,50%
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
564,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,15%
285,5,fulfilled_by_merchant,N,N,Be the first to review this item,64%
749,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 2 customer reviews,
1550,3.9,fulfilled_by_amazon,Y,N,3.9 out of 5 stars 15 customer reviews,38%
895,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 13 customer reviews,
275,5,fulfilled_by_amazon,N,N,Be the first to review this item,61%
499,3.6,fulfilled_by_merchant,N,N,3.3 out of 5 stars 8 customer reviews,49%
680,3,fulfilled_by_merchant,N,N,Be the first to review this item,43%
849,3.4,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 7 customer reviews,66%
397,3.6,fulfilled_by_amazon,N,N,3.6 out of 5 stars 4 customer reviews,
199,4.5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 8 customer reviews,80%
1350,4,fulfilled_by_amazon,Y,N,Be the first to review this item,25%
1150,3.7,fulfilled_by_merchant,N,N,4.2 out of 5 stars 4 customer reviews,47%
1199,3,fulfilled_by_merchant,N,N,Be the first to review this item,53%
279,4,fulfilled_by_amazon,Y,N,,60%
1194,2.8,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
1099,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,50%
149,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 5 customer reviews,85%
519,3.5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,60%
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
368,3.7,fulfilled_by_merchant,N,N,3.9 out of 5 stars 5 customer reviews,
413,3.8,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 6 customer reviews,
4149,4.3,fulfilled_by_merchant,N,N,,
349,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
,3.9,fulfilled_by_merchant,N,N,Be the first to review this item,
494,3.7,fulfilled_by_merchant,N,N,3.7 out of 5 stars 3 customer reviews,
5731,5,fulfilled_by_merchant,N,N,,
2222,3.4,fulfilled_by_amazon,Y,N,4.6 out of 5 stars 2 customer reviews,50%
2024,4.5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,55%
564,4.5,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 6 customer reviews,
419,4.1,fulfilled_by_merchant,Y,N,4.1 out of 5 stars 4 customer reviews,
449,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,78%
399,3.4,fulfilled_by_merchant,N,N,3.4 out of 5 stars 10 customer reviews,80%
299,4,fulfilled_by_merchant,N,N,Be the first to review this item,40%
,4.2,fulfilled_by_merchant,N,N,Be the first to review this item,
1234,3.8,fulfilled_by_amazon,Y,N,3.8 out of 5 stars 27 customer reviews,60%
490,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,60%
1185,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,76%
1129,4,fulfilled_by_merchant,Y,N,,1%
,4.6,fulfilled_by_merchant,N,N,Be the first to review this item,
445,3.6,fulfilled_by_merchant,Y,N,3.6 out of 5 stars 3 customer reviews,63%
799,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 3 customer reviews,
618,4.4,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,75%
649,4.4,fulfilled_by_amazon,Y,N,4.4 out of 5 stars 7 customer reviews,75%
999,3.1,fulfilled_by_merchant,Y,N,Be the first to review this item,71%
418,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
899,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,60%
2279,3.3,fulfilled_by_merchant,N,N,,
659,4.3,fulfilled_by_amazon,Y,N,4.3 out of 5 stars 2 customer reviews,82%
4820,3.5,fulfilled_by_merchant,N,N,,40%
2529,5,fulfilled_by_merchant,Y,N,Be the first to review this item,45%
758,3.8,fulfilled_by_merchant,N,N,4.3 out of 5 stars 7 customer reviews,49%
499,3.8,fulfilled_by_amazon,Y,N,3.8 out of 5 stars 3 customer reviews,50%
287,3.2,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
499,3.7,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 3 customer reviews,61%
719,3.8,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 5 customer reviews,60%
750,5,fulfilled_by_merchant,Y,N,Be the first to review this item,70%
541,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
,4.3,fulfilled_by_merchant,N,N,Be the first to review this item,
380,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
404,5,fulfilled_by_amazon,N,N,Be the first to review this item,69%
5088,4,fulfilled_by_merchant,N,N,,
524,4.5,fulfilled_by_merchant,N,N,4.5 out of 5 stars 5 customer reviews,
,4.2,fulfilled_by_merchant,N,N,Be the first to review this item,
302,3.9,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 8 customer reviews,
839,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 5 customer reviews,
594,3.1,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 21 customer reviews,
599,3.2,fulfilled_by_merchant,N,N,3.2 out of 5 stars 10 customer reviews,63%
599,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,60%
899,3,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 6 customer reviews,55%
530,5,fulfilled_by_merchant,Y,N,,
1949,1,fulfilled_by_amazon,Y,N,Be the first to review this item,64%
399,5,fulfilled_by_merchant,N,N,,20%
172,5,fulfilled_by_merchant,N,N,Be the first to review this item,
499,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,68%
299,3.8,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,86%
779,3.6,fulfilled_by_amazon,Y,N,3.5 out of 5 stars 22 customer reviews,70%
612,3.9,fulfilled_by_merchant,Y,N,3.9 out of 5 stars 5 customer reviews,
,3.5,fulfilled_by_merchant,N,N,3.6 out of 5 stars 3 customer reviews,
249,2.8,fulfilled_by_merchant,N,N,2.7 out of 5 stars 3 customer reviews,58%
225,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
949,3.8,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 7 customer reviews,68%
,3.9,fulfilled_by_merchant,N,N,Be the first to review this item,
639,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,68%
,3.2,fulfilled_by_merchant,Y,N,3.2 out of 5 stars 2 customer reviews,
2529,4.4,fulfilled_by_merchant,N,N,Be the first to review this item,20%
549,4,fulfilled_by_merchant,Y,N,Be the first to review this item,45%
343,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,50%
899,4.3,fulfilled_by_merchant,Y,N,4.2 out of 5 stars 69 customer reviews,55%
1149,5,fulfilled_by_merchant,Y,N,Be the first to review this item,52%
557,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,38%
206,5,fulfilled_by_merchant,N,N,Be the first to review this item,
539,4.6,fulfilled_by_merchant,Y,N,4.6 out of 5 stars 4 customer reviews,64%
620,5,fulfilled_by_merchant,Y,N,Be the first to review this item,
359,3.8,fulfilled_by_merchant,N,N,3.8 out of 5 stars 5 customer reviews,
384,3.4,fulfilled_by_merchant,N,N,3.4 out of 5 stars 3 customer reviews,48%
572,3.6,fulfilled_by_merchant,N,N,3.2 out of 5 stars 13 customer reviews,
210,4.3,fulfilled_by_merchant,Y,N,4.7 out of 5 stars 9 customer reviews,
899,4.2,fulfilled_by_merchant,N,N,4.0 out of 5 stars 18 customer reviews,50%
1989,4.5,fulfilled_by_merchant,N,N,Be the first to review this item,20%
,3.7,fulfilled_by_merchant,N,N,,
293,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
3402,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
599,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,40%
590,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
183,5,fulfilled_by_merchant,N,N,Be the first to review this item,20%
224,3.7,fulfilled_by_merchant,N,N,3.7 out of 5 stars 3 customer reviews,
441,1,fulfilled_by_merchant,N,N,Be the first to review this item,57%
899,3.4,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
643,5,fulfilled_by_merchant,N,N,Be the first to review this item,
249,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,75%
990,4.4,fulfilled_by_merchant,Y,N,4.4 out of 5 stars 28 customer reviews,5%
1498,4,fulfilled_by_merchant,Y,N,Be the first to review this item,
399,3.4,fulfilled_by_amazon,N,N,3.2 out of 5 stars 124 customer reviews,84%
,3.8,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 3 customer reviews,
1272,4.4,fulfilled_by_merchant,Y,N,4.7 out of 5 stars 15 customer reviews,25%
4149,4.3,fulfilled_by_merchant,N,N,,
489,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,30%
850,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
297,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
349,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
299,3.1,fulfilled_by_merchant,Y,N,3.1 out of 5 stars 64 customer reviews,
798,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,50%
324,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
549,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
599,3.2,fulfilled_by_merchant,Y,N,3.7 out of 5 stars 5 customer reviews,
2624,3.9,fulfilled_by_merchant,Y,N,3.9 out of 5 stars 2 customer reviews,6%
2474,4,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
1299,4.2,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
319,3.1,fulfilled_by_merchant,N,N,3.1 out of 5 stars 12 customer reviews,
599,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
780,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 3 customer reviews,34%
377,5,fulfilled_by_merchant,N,N,,72%
999,5,fulfilled_by_merchant,N,N,Be the first to review this item,50%
587,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
499,3.4,fulfilled_by_merchant,N,N,3.5 out of 5 stars 2 customer reviews,50%
300,2.5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
590,2,fulfilled_by_merchant,N,N,2.0 out of 5 stars 1 customer review,50%
599,3.3,fulfilled_by_merchant,Y,N,4.5 out of 5 stars 4 customer reviews,
921,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,54%
4609,5,fulfilled_by_merchant,N,N,Be the first to review this item,20%
1199,3.7,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 5 customer reviews,
299,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
279,1,fulfilled_by_merchant,N,N,Be the first to review this item,
134,3.8,fulfilled_by_merchant,N,N,3.6 out of 5 stars 29 customer reviews,
991,3.3,fulfilled_by_merchant,Y,N,3.5 out of 5 stars 49 customer reviews,
4272,4,fulfilled_by_merchant,N,N,,40%
549,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,83%
557,4.8,fulfilled_by_merchant,Y,N,4.7 out of 5 stars 4 customer reviews,
399,3,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 2 customer reviews,43%
599,4.6,fulfilled_by_merchant,N,N,4.6 out of 5 stars 2 customer reviews,
879,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,45%
449,3.6,fulfilled_by_amazon,N,N,3.7 out of 5 stars 26 customer reviews,74%
199,3.2,fulfilled_by_merchant,N,N,3.3 out of 5 stars 17 customer reviews,80%
,4.6,fulfilled_by_merchant,N,N,Be the first to review this item,
269,3.5,fulfilled_by_amazon,N,N,3.7 out of 5 stars 33 customer reviews,79%
149,4.3,fulfilled_by_merchant,N,N,4.0 out of 5 stars 2 customer reviews,
588,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
879,4,fulfilled_by_merchant,Y,N,Be the first to review this item,
549,2.8,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
299,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,16%
499,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
599,3.8,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 4 customer reviews,
787,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 5 customer reviews,25%
550,3.4,fulfilled_by_merchant,N,N,3.8 out of 5 stars 4 customer reviews,
1049,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
,4.6,fulfilled_by_merchant,N,N,Be the first to review this item,
899,4,fulfilled_by_merchant,Y,N,3.9 out of 5 stars 5 customer reviews,
9679,4.4,fulfilled_by_merchant,N,N,Be the first to review this item,42%
,4.2,fulfilled_by_merchant,N,N,Be the first to review this item,
186,5,fulfilled_by_merchant,N,N,Be the first to review this item,
416,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,
,4.8,fulfilled_by_merchant,N,N,Be the first to review this item,
360,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
849,4.7,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 4 customer reviews,50%
156,3.7,fulfilled_by_merchant,N,N,3.7 out of 5 stars 3 customer reviews,
299,4.3,fulfilled_by_merchant,N,N,5.0 out of 5 stars 3 customer reviews,
549,4.1,fulfilled_by_merchant,Y,N,3.8 out of 5 stars 3 customer reviews,63%
575,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 2 customer reviews,
,3,fulfilled_by_merchant,N,N,3.0 out of 5 stars 1 customer review,
299,5,fulfilled_by_amazon,N,N,Be the first to review this item,82%
,5,fulfilled_by_merchant,N,N,Be the first to review this item,
388,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,
599,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,33%
969,4.1,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 6 customer reviews,55%
999,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
980,3.6,fulfilled_by_merchant,N,N,3.6 out of 5 stars 4 customer reviews,
2384,5,fulfilled_by_merchant,Y,N,Be the first to review this item,
350,3.6,fulfilled_by_merchant,N,N,3.6 out of 5 stars 18 customer reviews,
479,4,fulfilled_by_merchant,N,N,Be the first to review this item,20%
800,3,fulfilled_by_merchant,Y,N,3.0 out of 5 stars 1 customer review,
,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
849,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,57%
1495,4,fulfilled_by_merchant,Y,N,Be the first to review this item,54%
617,3.5,fulfilled_by_amazon,Y,N,3.5 out of 5 stars 2 customer reviews,89%
293,4,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,
318,4.1,fulfilled_by_merchant,N,N,4.3 out of 5 stars 36 customer reviews,
115,3.4,fulfilled_by_merchant,N,N,2.7 out of 5 stars 2 customer reviews,49%
,4.7,fulfilled_by_merchant,N,N,Be the first to review this item,
1519,4,fulfilled_by_merchant,Y,N,4.0 out of 5 stars 1 customer review,
584,5,fulfilled_by_merchant,Y,N,5.0 out of 5 stars 1 customer review,55%
5279,4.7,fulfilled_by_merchant,N,N,,
299,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 2 customer reviews,
489,3.5,fulfilled_by_merchant,N,N,4.0 out of 5 stars 1 customer review,38%
311,3.3,fulfilled_by_merchant,Y,N,3.3 out of 5 stars 6 customer reviews,
1100,5,fulfilled_by_merchant,N,N,5.0 out of 5 stars 1 customer review,55%
366,2.9,fulfilled_by_merchant,N,N,3.6 out of 5 stars 3 customer reviews,
236,3.3,fulfilled_by_merchant,N,N,4.4 out of 5 stars 3 customer reviews,
